BRC code,Taxon name,Fam,FamA,OrdA,NS,CS,RS,Chg,Hght,Len,P1,P2,LF1,LF2,W,Clone1,Clone2,E1,E2,C,NBI,NEur,SBI,SEur,Origin,GB,IR,CI,Tjan,Tjul,Prec,Co,Br Habitats,L,F,R,N,S,Source for max height,Comment on life form,Comment on clonality,Comment on N and S limits in Europe
0920  4444,Oenothera,Onag,Onag,Myrt,AN,,,1.02,100,,b,,hc,,h,0,,,,,,,,,"Am, SAm",1185,38,11,3.9,15.8,839,,"3, 16, 17, 19",9,4,6,4,0,average of commoner spp.,,,
0920  1370,Oenothera biennis,Onag,Onag,Myrt,AN,,,,100,,b,,hc,,h,0,,,,,,,,,Am?,614,9,2,3.9,15.9,777,,"3, 16, 17, 19",9,4,6,4,0,CTW (1962),,,
0920  2369,Oenothera biennis x glazoviana (O. x fallax),Onag,Onag,Myrt,AX,,,,100,,b,,hc,,h,0,,,,,,,,,,125,2,1,3.7,15.9,798,,"3, 16, 19",8,3,6,5,0,as O. biennis,,,
0920  2368,Oenothera cambrica,Onag,Onag,Myrt,AN,,,,80,,b,,hc,,h,0,,,,,,,,,Am?,217,0,4,4.2,15.9,921,,"3, 16, 17, 19",9,4,6,3,0,20 cm less than O. biennis,,,
0920  1371,Oenothera glazioviana,Onag,Onag,Myrt,AN,,,,100,,b,,hc,,h,0,,,,,,,,,Am,966,24,10,4.0,15.9,832,,"3, 16, 19",9,4,6,5,0,CTW (1962),,,
0920  1375,Onobrychis viciifolia,Faba,Faba,Faba,NA,,n,-0.76,60,,p,,hc,,h,0,,7,4,,,,,,,265,0,0,3.6,16.2,710,,7,7,4,8,3,0,Stace (1997),,,Native range doubtful
0920  1376,Ononis reclinata,Faba,Faba,Faba,N,VU,r,0.27,15,,a,,Th,,h,0,,9,1,,1,50-55,0,<45,,10,0,3,5.6,15.8,999,Co,18,9,2,8,2,1,Stace (1997),,,
0920  1377,Ononis repens,Faba,Faba,Faba,N,,n,-0.45,60,,p,,Ch,hc,sw,Rhiz2,,7,3,,0,>65,0,<45,,1664,178,13,3.8,15.3,878,,7,8,4,6,3,0,Stace (1997),May be genuineline intermediate,,
0920  1378,Ononis spinosa,Faba,Faba,Faba,N,,n,-0.82,70,,p,,Ch,hc,sw,0,,8,4,,0,55-60,0,<45,,724,0,0,3.6,16.0,718,,"6, 7",8,4,8,3,0,Stace (1997),May be genuineline intermediate,,
0920  1379,Onopordum acanthium,Aste,Aste,Aste,AR,,,0.66,200,,p,,hc,,h,0,,7,4,,,,,,,778,5,7,3.7,15.9,733,,"3, 17",8,4,6,7,0,average of CTW (1962) and Stace (1997),,,
0910  1381.1,Ophioglossum azoricum,Ophi,Ophi,Ophi,N,,s,,10,,p,,Gn,,h,Root,,5,2,,0,>65,0,<45,,72,12,4,4.3,13.3,1252,,8,8,6,5,2,1,Hutchinson & Thomas (1996),,,
0910  1380,Ophioglossum lusitanicum,Ophi,Ophi,Ophi,N,VU,r,,4,,p,,Gn,,h,Root,,9,1,,1,45-50,0,<45,,1,0,3,6.7,16.2,848,,8,8,6,5,2,0,Hutchinson & Thomas (1996),,,
0910  1381.2,Ophioglossum vulgatum,Ophi,Ophi,Ophi,N,,n,,30,,p,,Gn,,h,Root,,7,6,,0,>65,0,<45,,1474,209,6,3.6,15.1,964,,"6, 7",8,7,7,3,0,Hutchinson & Thomas (1996),,Very mobile according to Tamm et al. (2002),
0910  1381,Ophioglossum vulgatum sens.lat.,Ophi,Ophi,Ophi,N,,n,0.72,30,,p,,Gn,,h,Root,,7,6,,,,,,,1474,209,6,3.6,15.1,964,,6,8,7,7,3,0,Hutchinson & Thomas (1996),,Books are consistent that clonal spread is by root-budding,
0920  1382,Ophrys apifera,Orch,Orch,Aspa,N,,n,0.83,45,,p,,Gn,,h,0,,9,2,,1,55-60,0,<45,,936,182,4,3.9,15.7,807,,7,8,4,8,3,0,Stace (1997),,,
0920  1383,Ophrys fuciflora,Orch,Orch,Aspa,N,VU,r,,35,,p,,Gn,,h,0,,9,2,,0,50-55,0,<45,,6,0,0,4.0,16.4,766,,7,8,4,9,2,0,Stace (1997),,,
0920  1384,Ophrys insectifera,Orch,Orch,Aspa,N,,n,-1.34,60,,p,,Gn,,h,0,,7,3,,0,>65,0,<45,,264,31,0,3.7,15.8,803,,"1, 7, 11",8,5,9,2,0,Stace (1997),,,
0920  1385,Ophrys sphegodes,Orch,Orch,Aspa,N,,s,-0.11,20,,p,,Gn,,h,0,,9,2,,1,50-55,0,<45,,62,0,1,4.0,16.3,729,,7,8,4,9,3,0,Stace (1997),,,
0920  1386,Orchis laxiflora,Orch,Orch,Aspa,N,,o,,50,,p,,Gn,,h,0,,8,4,c,0,55-60,0,<45,,0,0,8,6.4,16.7,800,,"6, 11",9,9,8,2,1,Stace (1997),,,
0920  1387,Orchis mascula,Orch,Orch,Aspa,N,,n,-0.72,40,,p,,Gn,,h,0,,7,3,,0,>65,0,<45,,1962,475,9,3.5,14.7,1073,,"1, 7, 16",6,5,7,4,0,Stace (1997),,,
0920  1388,Orchis militaris,Orch,Orch,Aspa,N,VU,r,,45,,p,,Gn,,h,0,,7,4,c,0,60-65,0,<45,,19,0,0,3.4,16.3,694,,7,7,3,9,2,0,Stace (1997),,,
0920  1389,Orchis morio,Orch,Orch,Aspa,N,,n,-0.98,20,,p,,Gn,,h,0,,7,3,,0,55-60,0,<45,,931,124,8,3.9,15.8,801,,"6, 7",8,4,7,3,0,Stace (1997),,,
0920  1390,Orchis purpurea,Orch,Orch,Aspa,N,,s,-0.56,50,,p,,Gn,,h,0,,7,3,,0,55-60,0,<45,,36,0,1,4.0,16.5,748,,1,5,4,8,3,0,Stace (1997),,,
0920  1391,Orchis simia,Orch,Orch,Aspa,N,VU,r,,30,,p,,Gn,,h,0,,8,3,,1,50-55,0,<45,,10,0,0,3.8,16.4,697,,7,8,3,8,2,0,Stace (1997),,,
0920  1392,Orchis ustulata,Orch,Orch,Aspa,N,,s,-1.77,15,,p,,Gn,,h,0,,7,3,,0,55-60,0,<45,,265,0,0,3.5,15.7,777,,7,8,4,8,2,0,Stace (1997),,,
0910  2051,Oreopteris limbosperma,Thel,Thel,Poly,N,,n,-0.18,90,,p,,hc,,h,0,,7,3,,0,>65,0,<45,,1585,138,0,2.8,13.7,1323,,"1, 16",6,6,4,3,0,Hutchinson & Thomas (1996),,,
0920  1393,Origanum vulgare,Lami,Lami,Lami,N,,n,-0.10,65,,p,,Ch,hc,h,0,Node1,8,5,,0,>65,0,<45,,1148,179,0,3.7,15.3,898,,"7, 16",6,4,7,4,0,average of CTW (1962) and Stace (1997),genuinely intermediate;  dies back to well below 25 cm in winter,Creeps slowly when grown in flowerbed;  also in grass when mown,
0920  1396,Ornithogalum angustifolium,Lili,Hyac,Aspa,AN,,,1.05,30,,p,,Gb,,h,0tb,DRg,8,3,,,,,,Eur,1139,8,12,3.7,15.5,848,,"1, 3, 7, 8",8,3,6,4,0,Stace (1997),,,
0920  1395,Ornithogalum pyrenaicum,Lili,Hyac,Aspa,N,,s,0.14,75,,p,,Gb,,h,0tb,,9,2,,1,50-55,0,<45,,33,0,0,3.6,16.2,773,,"1, 3",5,5,7,5,0,Butcher (1961),,Check,
0920  1397,Ornithopus perpusillus,Faba,Faba,Faba,N,,n,-0.18,10,,a,,Th,,h,0,,7,2,,1,55-60,0,<45,,1002,20,12,3.9,15.5,935,,8,7,4,4,3,0,estimated canopy height (MOH),,,
0920  1398,Ornithopus pinnatus,Faba,Faba,Faba,N,,r,,8,,a,,Th,,h,0,,8,2,,1,45-50,0,<45,,3,0,7,7.0,16.4,832,,"8, 10",8,3,3,2,0,estimated canopy height (MOH),,,
0920  1399,Orobanche alba,Orob,Orob,Lami,N,,s,-0.38,25,,a,p,Th,Gn,h,0,,7,3,,0,55-60,0,<45,,92,42,2,4.0,13.7,1493,,16,8,3,7,2,0,Stace (1991),,,
0920  1405,Orobanche artemisiae-campestris,Orob,Orob,Lami,N,EN,r,,60,,a,p,Th,Gn,h,0,,8,3,,0,55-60,0,<45,,6,0,0,4.5,16.5,753,Co,18,8,4,8,5,0,Stace (1997),,,
0920  1400,Orobanche caryophyllacea,Orob,Orob,Lami,N,VU,r,0.01,40,,p,a,Gn,Th,h,0,,7,3,c,0,55-60,0,<45,,5,0,0,4.1,16.4,782,,18,8,3,9,2,0,Stace (1997),,,
0920  1401,Orobanche elatior,Orob,Orob,Lami,N,,n,-0.33,75,,p,,Gn,,h,0,,7,4,c,0,55-60,0,<45,,267,0,0,3.6,16.2,713,,"3, 7",8,3,8,3,0,Stace (1997),,,
0920  1402,Orobanche hederae,Orob,Orob,Lami,N,,n,0.20,60,,p,a,Gn,Th,h,0,,9,2,,1,55-60,0,<45,,160,122,11,4.9,15.5,1004,,"1, 3, 16",4,5,6,5,0,Stace (1997),,,
0920  1404,Orobanche minor,Orob,Orob,Lami,N,,n,-0.20,60,,a,p,Th,Gn,h,0,,8,3,,0,55-60,0,<45,,800,0,14,4.0,16.1,774,,"4, 5",7,4,8,6,0,Stace (1997),,,
0920  1406,Orobanche purpurea,Orob,Orob,Lami,N,VU,r,0.50,45,,p,a,Gn,Th,h,0,,7,3,,0,55-60,0,<45,,25,0,12,4.9,16.3,776,,"3, 6",7,4,7,2,0,Stace (1997),,,
0920  1408,Orobanche rapum-genistae,Orob,Orob,Lami,N,,s,-0.35,85,,p,,Gn,,h,0,,8,2,,1,55-60,0,<45,,422,30,4,4.1,15.7,890,,10,7,5,3,2,0,average of CTW (1962) and Stace (1997),,,
0920  1409,Orobanche reticulata,Orob,Orob,Lami,N,,r,,60,,b,a,Gn,Th,h,0,,7,3,c,0,55-60,0,<45,,7,0,0,3.1,15.3,666,,"3, 7",7,6,7,6,0,average of CTW (1962) and Stace (1997),,,
0920  1410,Orthilia secunda,Pyro,Eric,Eric,N,,n,-0.40,5,,p,,Ch,,h,Rhiz1,,4,6,,0,>65,0,<45,,228,7,0,1.4,12.2,1568,,"2, 10, 16",5,5,5,3,0,CTW (1962) - lf length (lamina + petiole),,,
0910  1411,Osmunda regalis,Osmu,Osmu,Osmu,N,,n,0.56,160,,p,,hc,,h,0,,8,2,,0,60-65,0,<45,,735,576,4,4.2,14.5,1225,,"1, 11",6,9,5,4,0,Hutchinson & Thomas (1996),,,
0920  1412,Otanthus maritimus,Aste,Aste,Aste,N,EX,x,-1.49,30,,p,,hc,,h,Rhiz2,,9,1,,1,50-55,0,<45,,23,6,3,5.1,16.0,874,Co,19,9,2,5,2,3,Stace (1997),,,
0920  1413,Oxalis acetosella,Oxal,Oxal,Oxal,N,,n,-0.74,10,,p,,hc,,h,Rhiz1,,5,5,,0,>65,0,<45,,2393,791,2,3.4,14.4,1138,,"1, 2, 16",4,6,4,4,0,Stace (1991) - petiole length,,,
0920  1415,Oxalis articulata,Oxal,Oxal,Oxal,AN,,,,25,,p,,hc,,h,Rhiz1,,,,,,,,,SAm,541,65,14,4.4,15.8,861,,"3, 17, 19",7,3,4,2,0,Stace (1991) - petiole length,,,
0920  1414,Oxalis corniculata,Oxal,Oxal,Oxal,AN,,,1.62,15,,p,a,hc,Th,h,Node2,,,,,,,,,Unk,998,32,11,3.9,15.8,843,,"3, 17",7,4,6,5,0,CTW (1962),Not clear from books whether mainly annual or perennial,,
0920  2519,Oxalis debilis,Oxal,Oxal,Oxal,AN,,,,20,,p,,Gb,,h,DRg,,,,,,,,,SAm,137,10,12,4.3,16.1,784,,"3, 17",7,4,6,8,0,Stace (1991) - petiole length (extreme) & peduncle ,,,
0920  1414.3,Oxalis exilis,Oxal,Oxal,Oxal,AN,,,,5,,p,a,hc,Th,h,Node2,,,,,,,,,"Aus, NZ",323,11,8,3.8,15.7,782,,"3, 17",7,4,6,4,0,1/3 size of O. corniculata,Not clear from books whether mainly annual or perennial,,
0920  2518,Oxalis incarnata,Oxal,Oxal,Oxal,AN,,,,20,,p,,Gb,,h,DRa,,,,,,,,,SAf,146,5,11,4.6,15.8,927,,"3, 17",6,5,6,5,0,CTW (1962),treat as a tuberous geophyte (Stace calls the organs bulbs),,
0920  2520,Oxalis latifolia,Oxal,Oxal,Oxal,AN,,,,20,,p,,Gb,,h,DRg,,,,,,,,,SAm,67,1,11,5.1,16.1,892,,"3, 17",6,5,6,5,0,as O. debilis,,,
0920  2523,Oxalis pes-caprae,Oxal,Oxal,Oxal,AN,,,,30,,p,,Gb,,h,DRg,,,,,,,,,SAf,10,0,10,5.9,16.1,861,,"3, 4",7,4,6,5,0,Stace (1991),,,
0920  1416,Oxalis stricta,Oxal,Oxal,Oxal,AN,,,-0.09,40,,a,,Th,,h,Rhiz1,,,,,,,,,"As2, Am",396,27,4,3.8,15.7,895,,"3, 17",6,5,6,5,0,Stace (1991),,,
0920  1420,Oxyria digyna,Poly,Poly,Cary,N,,n,-0.71,30,,p,,hc,,h,0,,1,6,,0,>65,0,<45,,311,24,0,1.7,12.1,1940,,"15, 16",7,6,5,3,0,Stace (1997),,,
0920  1421,Oxytropis campestris,Faba,Faba,Faba,N,VU,r,,20,,p,,hc,,h,0,,1,5,c,0,>65,0,<45,,3,0,0,0.4,11.5,1392,,7,9,4,8,2,0,Butcher (1961),,,
0920  1422,Oxytropis halleri,Faba,Faba,Faba,N,,r,0.16,13,,p,,hc,,h,0,,4,3,,1,55-60,0,<45,,16,0,0,2.5,12.9,1141,,"7, 18, 19",9,3,8,2,0,Butcher (1961),,,
0920  4435,Panicum miliaceum,Poac,Poac,Poal,AC,,,,100,,a,,Th,,h,0,,,,,,,,,Crop,359,6,6,4.0,16.0,787,,"1, 4, 17",9,3,7,6,0,Stace (1997),,,
0920  1424,Papaver argemone,Papa,Papa,Ranu,AR,,,-1.79,45,,a,,Th,,h,0,,8,3,,,,,,,874,48,6,3.7,15.7,759,,4,7,4,6,5,0,Stace (1997),,,
0920  7046,Papaver dubium,Papa,Papa,Ranu,AR,,,0.23,60,,a,,Th,,h,0,,8,4,,,,,,,1875,402,13,3.7,15.0,910,,"3, 4",7,5,6,5,0,Stace (1997),,,
0920  1427,Papaver hybridum,Papa,Papa,Ranu,AR,,,-0.35,50,,a,,Th,,h,0,,9,2,,,,,,,357,33,6,4.1,15.9,776,,4,7,4,8,4,0,Stace (1997),,,
0920  1430,Papaver rhoeas,Papa,Papa,Ranu,AR,,,-0.41,60,,a,,Th,,h,0,,8,3,,,,,,,1712,370,14,3.8,15.3,877,,"3, 4",7,5,7,6,0,Stace (1997),,,
0920  1431,Papaver somniferum,Papa,Papa,Ranu,AR,,,2.54,100,,a,,Th,,h,0,,0,3,,,,,,Eur?,1600,190,12,3.7,15.3,868,,"3, 4, 17",7,4,7,8,0,CTW (1962),,,
0920  1432,Parapholis incurva,Poac,Poac,Poal,N,,s,0.09,10,,a,,Th,,h,0,,9,1,,1,55-60,0,<45,,109,1,5,4.4,16.4,709,Co,"18, 19, 21",9,6,7,4,4,Stace (1997),,,
0920  1433,Parapholis strigosa,Poac,Poac,Poal,N,,n,0.14,25,,a,,Th,,h,0,,8,2,,0,55-60,0,<45,,347,63,5,4.5,15.7,876,Co,21,8,6,7,6,5,Stace (1997),,,
0920  1434,Parentucellia viscosa,Scro,Orob,Lami,N,,n,0.64,50,,a,,Th,,h,0,,9,1,,1,55-60,0,<45,,165,101,11,5.1,15.4,1129,,"3, 5",7,7,7,5,0,Stace (1997),,,
0920  1435,Parietaria judaica,Urti,Urti,Rosa,N,,n,0.08,52,,p,,hc,,h,0,,9,2,,1,55-60,0,<45,,1336,317,14,4.1,15.6,865,,"16, 17",7,4,8,5,1,average of Butcher (1961) and Stace (1991),,,
0920  1436,Paris quadrifolia,Lili,Mela,Lili,N,,n,-0.68,40,,p,,Gn,,h,Rhiz2,,5,4,,0,>65,0,<45,,714,0,0,3.2,15.3,877,,1,3,6,7,6,0,Stace (1997),,,
0920  1437,Parnassia palustris,Saxi,Saxi,Saxi,N,,n,-0.84,20,,p,,hc,,h,0,,5,6,,0,>65,0,<45,,1091,302,0,3.0,13.7,1236,,11,8,8,7,3,0,"Butcher (1961);  also blade 5 cm, petiole longer than blade (CTW)",,,
0920  1440,Pastinaca sativa,Apia,Apia,Apia,N,,n,-0.39,180,,b,,hc,,h,0,,7,4,,0,60-65,0,<45,,1011,0,7,3.8,16.0,774,,"3, 6, 7",7,4,7,5,0,Stace (1997),,,
0920  1441,Pedicularis palustris,Scro,Orob,Lami,N,,n,-0.88,60,,b,,hc,,h,0,,5,3,,0,>65,0,<45,,1744,583,1,3.3,14.0,1226,,11,8,8,5,2,0,Stace (1997),,,
0920  1442,Pedicularis sylvatica,Scro,Orob,Lami,N,,n,-1.28,25,,p,,hc,,h,0,,7,3,,0,60-65,0,<45,,2118,744,9,3.4,14.1,1202,,"10, 12, 14",8,8,3,2,0,Stace (1997),,,
0920  1443,Pentaglottis sempervirens,Bora,Bora,Unpl,AN,,,1.81,100,,p,,hc,,h,0,,,,,,,,,Eur,1753,88,11,3.6,15.2,915,,"1, 3, 17",6,5,6,7,0,Stace (1991),,,
0920  1521,Persicaria amphibia,Poly,Poly,Cary,N,,n,0.27,60,200,p,,Hy,hc,h,Rhiz2,Irreg,5,6,,0,>65,0,<45,,2013,644,11,3.7,14.9,986,,"11, 13",7,10,6,6,0,"Terrestrial height (Stace 1991);  submerged length is water depth in Preston & Croft (1991), who given 13 m as extreme length;  ",genuinely intermediate;  basic behaviour is as a rhizomatous hemicryptophyte,,
0920  1525,Persicaria bistorta,Poly,Poly,Cary,N,,n,-0.44,80,,p,,hc,,h,Rhiz1,,5,5,,0,>65,0,<45,,1355,43,0,3.3,14.8,1021,,6,6,7,6,6,0,Stace (1991),,,
0920  1530,Persicaria hydropiper,Poly,Poly,Cary,N,,n,-0.41,75,,a,,Th,,h,0,,7,6,,0,>65,0,<45,,2041,740,9,3.7,14.8,1093,,"11, 13, 14",7,7,6,6,0,Stace (1997),,,
0920  1531,Persicaria lapathifolia,Poly,Poly,Cary,N,,n,-0.04,100,,a,,Th,,h,0,,8,6,,0,>65,0,<45,,1881,434,10,3.7,15.1,958,,"4, 11",7,6,7,7,0,Stace (1997),,,
0920  1537,Persicaria maculosa,Poly,Poly,Cary,N,,n,-0.95,80,,a,,Th,,h,0,,7,5,,0,>65,0,<45,,2578,934,12,3.6,14.6,1077,,"3, 4",7,6,6,7,0,Stace (1997),,,
0920  1534,Persicaria minor,Poly,Poly,Cary,N,,n,-0.06,40,,a,,Th,,h,0,,7,5,,0,>65,0,<45,,296,93,1,3.6,15.2,1003,,"13, 14",7,8,5,8,0,Stace (1997),,,
0920  1535,Persicaria mitis,Poly,Poly,Cary,N,,s,-0.90,75,,a,,Th,,h,0,,7,3,,0,60-65,0,<45,,203,31,1,3.8,15.9,780,,"13, 14",7,8,6,9,0,Stace (1997),,,
0920  1543,Persicaria vivipara,Poly,Poly,Cary,N,,n,-0.58,30,,p,,hc,,h,Rhiz1,,2,6,,0,>65,0,<45,,446,5,0,1.6,12.2,1588,,"7, 15",8,6,6,2,0,Stace (1997),,,
0920  1538,Persicaria wallichii,Poly,Poly,Cary,AN,,,0.59,150,,p,,Gn,,h,Rhiz2,,,,,,,,,As1,390,145,0,3.8,14.8,1149,,3,8,4,5,6,0,Stace (1997),,,
0920  1445,Petasites albus,Aste,Aste,Aste,AN,,,0.01,70,,p,,Gn,,h,Rhiz2,,,,,,,,,Eur,335,10,0,2.8,13.9,1000,,"1, 3",5,5,5,7,0,CTW (1962) - length of fruiting stem,,,
0920  1446,Petasites fragrans,Aste,Aste,Aste,AN,,,0.80,30,,p,,Gn,,h,Rhiz2,,,,,,,,,Eur,1328,582,12,4.1,15.3,941,,3,5,5,6,6,0,Stace (1997) - petiole length,,,
0920  1447,Petasites hybridus,Aste,Aste,Aste,N,,n,-0.15,120,,p,,Gn,,h,Rhiz2,,7,3,,0,55-60,0,<45,,1825,569,2,3.6,14.8,1002,,14,6,7,7,7,0,Stace (1997) - average of lf width and petiole length (the latter seems a bit extreme),,,
0920  1090.1,Petrorhagia nanteuilii,Cary,Cary,Cary,N,EN,r,,50,,a,,Th,,h,0,,8,2,,1,50-55,0,<45,,6,0,5,5.3,16.7,774,Co,19,9,2,6,1,3,Stace (1997),,,
0920  1090.2,Petrorhagia prolifera,Cary,Cary,Cary,AN,CR,,,50,,a,,Th,,h,0,,7,3,,,,,,Eur,5,0,0,3.8,16.5,613,,8,8,3,5,2,0,Stace (1997),,,
0920  1090,Petrorhagia prolifera sens.lat.,Cary,Cary,Cary,N,,n,-0.68,50,,a,,Th,,h,0,,8,3,,,,,,,6,0,5,5.3,16.7,774,,"8, 19",8,3,6,2,1,Stace (1997),,,
0920  1449,Petroselinum crispum,Apia,Apia,Apia,AR,,,-0.34,75,,b,,hc,,h,0,,,,,,,,,Crop,401,42,10,4.2,15.8,819,,"3, 17",8,4,7,5,1,Stace (1997),,,
0920  1450,Petroselinum segetum,Apia,Apia,Apia,N,,n,0.12,100,,b,,hc,,h,0,,8,2,,1,50-55,0,<45,,482,0,3,4.1,16.2,751,,"3, 4",8,5,8,6,0,Stace (1997),"CTW treat it as a biennial, but Stace says also annual",,
0920  1451,Peucedanum officinale,Apia,Apia,Apia,N,,r,0.29,200,,p,,hc,,h,0,,8,3,,0,50-55,0,<45,,10,0,0,4.1,16.7,599,Co,19,7,5,8,4,0,Stace (1997),,,
0920  1452,Peucedanum ostruthium,Apia,Apia,Apia,AR,,,0.03,100,,p,,hc,,h,0,,,,,,,,,Eur,184,21,0,2.6,13.5,1127,,5,6,5,7,7,0,Stace (1991),,,
0920  1453,Peucedanum palustre,Apia,Apia,Apia,N,,s,-0.07,150,,b,,hc,,h,0,,5,4,c,0,>65,0,<45,,47,0,0,3.6,16.1,631,,11,7,9,7,5,0,Stace (1997),,,
0920  1454,Phalaris arundinacea,Poac,Poac,Poal,N,,n,0.23,200,,p,,Hy,Gn,h,Rhiz2,,5,6,,0,>65,0,<45,,2449,753,6,3.6,14.6,1044,,"11, 14",7,9,7,7,1,Stace (1997),,,
0920  1455,Phalaris canariensis,Poac,Poac,Poal,AN,,,-0.32,120,,a,,Th,,h,0,,,,,,,,,Eur?,1102,60,10,3.7,15.5,856,,"3, 17",8,4,7,6,0,Stace (1997),,,
0920  1456,Phalaris minor,Poac,Poac,Poal,AN,,,,45,,a,,Th,,h,0,,9,1,,,,,,Eur,80,4,6,4.1,15.9,760,,"4, 17",8,5,6,5,0,average of CTW (1962) & Stace (1997),,,
0910  2053,Phegopteris connectilis,Thel,Thel,Poly,N,,n,-0.22,40,,p,,Gn,,h,Rhiz2,,5,6,,0,>65,0,<45,,1017,88,0,2.4,13.1,1515,,"1, 16",4,6,4,4,0,Hutchinson & Thomas (1996),,,
0920  1460,Phleum alpinum,Poac,Poac,Poal,N,,s,-0.30,50,,p,,hc,,h,Rhiz1,,2,6,,0,>65,0,<45,,33,0,0,-0.7,10.8,1770,,"11, 15",8,5,6,4,0,Stace (1997),,,
0920  1459,Phleum arenarium,Poac,Poac,Poal,N,,n,-0.56,17,,a,,Th,,h,0,,8,3,,0,55-60,0,<45,,219,69,9,4.5,15.3,918,Co,19,9,3,5,3,1,average of CTW (1962) & Stace (1997),,,
0920  1461,Phleum bertolonii,Poac,Poac,Poal,N,,n,,50,,p,,hc,,h,0gr,,8,3,,0,60-65,0,<45,,1927,82,4,3.5,15.1,942,,"3, 6",8,4,7,4,0,Stace (1997),,,
0920  1462,Phleum phleoides,Poac,Poac,Poal,N,,r,-0.10,60,,p,,hc,,h,0gr,,7,4,c,0,60-65,0,<45,,26,0,0,3.3,16.2,621,,8,8,3,8,2,0,Stace (1991),,,
0920  1463,Phleum pratense,Poac,Poac,Poal,N,,n,,150,,p,,hc,,h,0gr,,7,4,,0,>65,0,<45,,2294,672,3,3.5,14.8,1023,,"3, 5, 6",8,5,7,6,0,Stace (1997),,,
0920  2247,Phleum pratense sens.lat.,Poac,Poac,Poal,N,,n,-0.33,100,,p,,hc,,h,0gr,,8,4,,,,,,,2429,719,10,3.5,14.7,1047,,"3, 5, 6",8,5,7,6,0,average of P. bertolonii and P. pratense,,,
0920  1465,Phragmites australis,Poac,Poac,Poal,N,,n,0.43,270,,p,,Hy,Gn,h,Rhiz2,,6,6,,0,>65,0,<45,,2182,785,11,3.7,14.7,1055,,11,7,10,7,6,2,average of Butcher (1961) and Sell & Murrell (1996),"although a water plant, basic behaviour is as a rhizomatous geophyte",,
0910  1466,Phyllitis scolopendrium,Aspl,Aspl,Poly,N,,n,0.45,60,,p,,hc,,h,0,,7,3,,0,60-65,0,<45,,2115,934,14,3.8,14.8,1048,,"1, 16",4,5,7,5,0,Hutchinson & Thomas (1996),,,
0920  1467,Phyllodoce caerulea,Eric,Eric,Eric,N,VU,r,,20,,p,,Ch,,w,0,,1,3,,0,>65,0,<45,,3,0,0,-1.1,10.6,1829,,"10, 15",7,4,3,2,0,Stace (1997),dwarf shrub,,
0920   616,Physospermum cornubiense,Apia,Apia,Apia,N,VU,r,0.07,120,,p,,hc,,h,0,,7,3,,0,50-55,0,<45,,14,0,0,5.4,15.5,1279,,"1, 10",6,5,4,4,0,Stace (1997),,,
0920  1469,Phyteuma orbiculare,Camp,Camp,Aste,N,,s,-0.16,50,,p,,hc,,h,0,,5,3,,0,55-60,0,<45,,55,0,0,3.9,16.3,806,,7,7,4,8,3,0,Stace (1997),,,
0920  1468,Phyteuma spicatum,Camp,Camp,Aste,NA,VU,r,-0.73,80,,p,,hc,,h,0,,7,3,,0,60-65,0,<45,,8,0,0,4.1,16.4,826,,"1, 3",5,5,6,5,0,Stace (1997),,,
0920  1470,Picea abies,Pina,Pina,Pina,AN,,,,4600,,p,,Ph,,w,0,,4,5,c,,,,,"Eur, As",1460,120,2,3.2,14.7,1054,,2,7,6,3,4,0,Stace (1991),,,
0920  2401,Picea sitchensis,Pina,Pina,Pina,AN,,,,5500,,p,,Ph,,w,0,,,,,,,,,Am4,1144,215,1,3.2,14.1,1223,,2,7,7,2,2,0,Stace (1991),,,
0920  1471,Picris echioides,Aste,Aste,Aste,AR,,,0.77,80,,a,b,Th,hc,h,0,,8,3,,,,,,,1191,25,10,3.9,15.9,795,,"3, 4",7,5,7,6,0,"Stace (1997) - biggest ones in Cambridge to 150 cm (MOH, personal observation)",The books say annual or biennial,,
0920  1472,Picris hieracioides,Aste,Aste,Aste,N,,n,-0.06,95,,p,,hc,,h,0,,7,5,,0,60-65,0,<45,,885,0,8,3.8,16.0,781,,7,8,4,8,3,0,average of CTW (1962) and Stace (1997),,,
0920  4516,Pilosella aurantiaca,Aste,Aste,Aste,AN,,,,20,,p,,hc,,h,Rhiz2,Stol2,4,3,,,,,,Eur,1343,69,4,3.4,14.9,985,,"3, 17",8,4,6,2,0,Sell (draft) - leaf length,,,
0920  3083,Pilosella flagellaris,Aste,Aste,Aste,N,,n,,13,,p,,hc,,h,Stol2,,5,3,c,0,60-65,0,<45,,3,0,0,3.5,11.5,1153,,"3, 16",8,4,7,4,0,Sell (draft) - leaf length,,,
0920  3083.2,Pilosella flagellaris subsp.bicapitata,Aste,Aste,Aste,NE,VU,r,,13,,p,,hc,,h,Stol2,,4,1,,,,,,,3,0,0,3.5,11.5,1153,,16,8,5,6,3,0,Sell (draft) - leaf length,,,
0920  3083.1,Pilosella flagellaris subsp.flagellaris,Aste,Aste,Aste,AN,,,,13,,p,,hc,,h,Stol2,,,,,,,,,Eur,72,0,0,3.0,14.9,786,,3,8,4,7,4,0,Sell (draft) - leaf length,,,
0920   976,Pilosella officinarum,Aste,Aste,Aste,N,,n,-0.59,12,,p,,hc,,h,Stol2,,7,3,,0,>65,0,<45,,2629,899,12,3.5,14.5,1094,,7,8,4,7,2,0,Sell (draft) - leaf length,,,
